Topic	Words	Frequency	Class
233	analyst, war, nahud, stop, jeddah	5	https://t.me/munawaeatsudanih26622
239	budget, turning, hosting, jazeera, affected	1	https://t.me/munawaeatsudanih26622
243	conduct, release, negotiations, able, arrested	1	https://t.me/munawaeatsudanih26622
247	fight, unruly, claiming, sends, stolen	1	https://t.me/munawaeatsudanih26622
249	counterfeiting, active, currency, network, operations	1	https://t.me/munawaeatsudanih26622
251	majority, elderly, left, young, families	1	https://t.me/munawaeatsudanih26622
253	bills, bite, tongue, owners, says	1	https://t.me/munawaeatsudanih26622
260	neighborhood, 100, neighborhoods, militia, pillars	2	https://t.me/munawaeatsudanih26622
265	diaspora, expense, falls, arabs, inch	1	https://t.me/munawaeatsudanih26622
267	issuing, burhan, 30th, passport, fatah	1	https://t.me/munawaeatsudanih26622
275	periods, short, succeeded, ceasefire, achieved	1	https://t.me/munawaeatsudanih26622
278	memorial, islamist, penetrated, archaeological, justifications	1	https://t.me/munawaeatsudanih26622
280	representatives, facilitated, kingdom, earlier, resumption	1	https://t.me/munawaeatsudanih26622
281	counting, volunteers, sectors, components, unit	2	https://t.me/munawaeatsudanih26622
282	kuwaiti, hospital, doors, children, notice	1	https://t.me/munawaeatsudanih26622
-1	al, bashir, government, burhan, sudanese	7336	https://t.me/sahfyu
0	darfur, el, fasher, camp, rapid	112	https://t.me/sahfyu
1	students, education, school, university, exams	463	https://t.me/sahfyu
2	humanitarian, food, aid, nations, united	84	https://t.me/sahfyu
3	hilal, al, stadium, league, sports	248	https://t.me/sahfyu
4	qatari, iran, saudi, syria, iraqi	135	https://t.me/sahfyu
5	newspaper, al, headlines, newspapers, political	162	https://t.me/sahfyu
6	ethiopian, ethiopia, tigray, border, addis	194	https://t.me/sahfyu
7	cases, cholera, malaria, aids, health	56	https://t.me/sahfyu
8	israel, israeli, normalization, palestinian, gaza	93	https://t.me/sahfyu
9	al, village, villages, citizens, fasher	39	https://t.me/sahfyu
10	women, sexual, violence, rape, girls	44	https://t.me/sahfyu
11	pounds, bag, agricultural, livestock, wheat	116	https://t.me/sahfyu
12	looting, property, homes, civilians, displacement	52	https://t.me/sahfyu
13	god, ask, mercy, forgiveness, paralysis	74	https://t.me/sahfyu
14	corona, coronavirus, virus, cases, suspected	214	https://t.me/sahfyu
15	computer, nursing, pharmacy, analysis, asia	1	https://t.me/sahfyu
16	legislative, constitutional, party, freedom, change	183	https://t.me/sahfyu
17	charity, qatar, baskets, food, families	38	https://t.me/sahfyu
18	crimes, genocide, law, international, civilians	40	https://t.me/sahfyu
19	ambassador, foreign, relations, affairs, egyptian	75	https://t.me/sahfyu
20	meets, al, suna, governor, minister	56	https://t.me/sahfyu
21	doctors, medical, hospitals, health, borders	37	https://t.me/sahfyu
22	struggle, battle, armed, frustration, victory	28	https://t.me/sahfyu
23	hamdok, party, communist, al, freedom	145	https://t.me/sahfyu
24	displaced, tawila, fasher, al, families	40	https://t.me/sahfyu
25	refugees, commissioner, chad, refugee, high	37	https://t.me/sahfyu
26	nile, river, governor, blue, locality	34	https://t.me/sahfyu
27	al, area, infantry, forces, armed	16	https://t.me/sahfyu
28	ethiopian, refugees, tigray, ethiopia, influx	87	https://t.me/sahfyu
29	police, security, khartoum, crime, interior	53	https://t.me/sahfyu
30	bank, banks, exchange, pound, dollar	92	https://t.me/sahfyu
31	airport, flights, airlines, aviation, flight	82	https://t.me/sahfyu
32	passports, passport, foreigners, immigration, visa	57	https://t.me/sahfyu
33	security, intelligence, police, crime, arrested	74	https://t.me/sahfyu
34	floods, torrents, rains, flood, collapse	55	https://t.me/sahfyu
35	peace, parties, agreement, truce, stop	47	https://t.me/sahfyu
36	revolution, revolutionary, revolutionaries, freedom, glorious	76	https://t.me/sahfyu
37	al, traitor, knights, leader, burhan	33	https://t.me/sahfyu
38	corruption, court, prosecution, article, judge	75	https://t.me/sahfyu
39	voluntary, egypt, stranded, embassy, return	28	https://t.me/sahfyu
40	gold, mining, mineral, company, production	51	https://t.me/sahfyu
42	rights, human, atrocities, commission, crimes	31	https://t.me/sahfyu
43	dollar, exchange, rate, inflation, banks	88	https://t.me/sahfyu
44	corona, cases, virus, infections, suspected	114	https://t.me/sahfyu
45	drugs, drug, pills, seized, ice	57	https://t.me/sahfyu
46	trafficking, human, smuggling, victims, investigations	68	https://t.me/sahfyu
47	think, answer, mean, ok, clarified	61	https://t.me/sahfyu
48	african, union, igad, continent, president	25	https://t.me/sahfyu
49	god, bless, jurisprudence, almighty, messenger	26	https://t.me/sahfyu
50	salah, 2021, bin, channel, warns	2	https://t.me/sahfyu
51	electricity, generation, station, energy, electrical	42	https://t.me/sahfyu
52	displaced, return, shelter, directed, voluntary	16	https://t.me/sahfyu
53	fuel, gasoline, refinery, gas, energy	68	https://t.me/sahfyu
54	headlines, explosives, seized, army, omdurman	5	https://t.me/sahfyu
55	al, tayeb, bilal, writes, abdul	53	https://t.me/sahfyu
56	signal, telecommunications, internet, networks, starlink	31	https://t.me/sahfyu
57	news, ad, wednesday, 2025, 2017	46	https://t.me/sahfyu
58	khartoum, ministries, ministers, chair, governor	29	https://t.me/sahfyu
59	customs, dogs, crossings, smuggling, goods	38	https://t.me/sahfyu
60	budget, finance, taxes, economic, citizen	85	https://t.me/sahfyu
62	headlines, newspapers, suna, newspaper, agency	30	https://t.me/sahfyu
63	god, glory, mercy, protect, oh	19	https://t.me/sahfyu
64	sudanese, mosquito, love, man, like	65	https://t.me/sahfyu
65	health, hospital, doctors, machines, medical	54	https://t.me/sahfyu
66	sanctions, security, peretz, council, nations	25	https://t.me/sahfyu
67	id, facebook, story, page, addressing	3	https://t.me/sahfyu
68	revolution, freedom, democratic, political, equal	43	https://t.me/sahfyu
69	suna, agency, news, sama, condition	2	https://t.me/sahfyu
70	passports, immigration, passport, administration, registry	36	https://t.me/sahfyu
71	journalists, media, press, professional, sona	25	https://t.me/sahfyu
72	court, criminal, crimes, prosecutor, bashir	41	https://t.me/sahfyu
73	brotherly, egypt, welcomes, cairo, stability	17	https://t.me/sahfyu
74	trouble, left, waiting, swear, talk	54	https://t.me/sahfyu
75	speedy, recovery, martyrs, mercy, wounded	16	https://t.me/sahfyu
76	vehicles, clearance, bird, snipers, device	7	https://t.me/sahfyu
77	artist, ask, forgiveness, art, artists	31	https://t.me/sahfyu
78	terrorist, claims, terrorism, regional, condemnation	14	https://t.me/sahfyu
79	water, station, meters, stations, dam	36	https://t.me/sahfyu
80	muslim, church, brotherhood, god, eritrean	7	https://t.me/sahfyu
81	foreigners, immigration, deportation, immigrants, legal	25	https://t.me/sahfyu
82	rent, eviction, rents, urban, housing	19	https://t.me/sahfyu
83	nursing, hospital, health, medical, specialists	18	https://t.me/sahfyu
84	prosecution, accused, martyr, court, trial	52	https://t.me/sahfyu
85	newspapers, headlines, issued, political, newspaper	22	https://t.me/sahfyu
86	religious, church, mosque, mosques, values	31	https://t.me/sahfyu
87	workers, employees, salaries, wage, labor	43	https://t.me/sahfyu
88	debts, bank, debt, billion, economic	40	https://t.me/sahfyu
89	chinese, countries, foreign, relations, affairs	39	https://t.me/sahfyu
90	pardon, reporting, armed, renew, unit	26	https://t.me/sahfyu
91	juba, peace, item, agreement, south	35	https://t.me/sahfyu
92	shield, enemy, decisively, aqla, idea	14	https://t.me/sahfyu
93	pharmaceutical, strip, medicines, medicine, price	29	https://t.me/sahfyu
94	oil, gasoline, fuel, prices, price	35	https://t.me/sahfyu
95	kordofan, west, rashad, governor, hamid	23	https://t.me/sahfyu
96	command, chief, summary, stable, 2023	29	https://t.me/sahfyu
97	media, journalists, professionals, misinformation, publishing	32	https://t.me/sahfyu
98	ethiopian, newspaper, ethiopia, renaissance, dam	27	https://t.me/sahfyu
100	soldiers, salute, discover, patriotism, emphasis	8	https://t.me/sahfyu
101	corporation, television, radio, kordofan, west	71	https://t.me/sahfyu
102	trump, biden, covers, walls, america	20	https://t.me/sahfyu
103	burhan, al, tribe, interview, achieved	8	https://t.me/sahfyu
104	victory, biography, despair, knights, covenant	8	https://t.me/sahfyu
105	ministries, amin, demonstrations, demonstrators, revolutionary	33	https://t.me/sahfyu
106	mahdi, sadiq, imam, al, mourns	24	https://t.me/sahfyu
107	lieutenant, sovereignty, council, abdel, commander	12	https://t.me/sahfyu
108	humanitarian, organizations, aid, relief, commission	14	https://t.me/sahfyu
109	refugees, refugee, appointments, deport, delegation	11	https://t.me/sahfyu
110	missile, drones, missiles, spy, tank	4	https://t.me/sahfyu
111	kidney, dialysis, patients, liver, patient	21	https://t.me/sahfyu
112	libyan, kufra, immigrants, libya, migrants	12	https://t.me/sahfyu
113	honey, strains, wild, diplomatic, best	1	https://t.me/sahfyu
114	migration, migrants, organization, libya, million	11	https://t.me/sahfyu
115	economic, hamida, titles, policies, expert	8	https://t.me/sahfyu
116	haftar, libya, libyan, kufra, tripoli	16	https://t.me/sahfyu
117	estate, real, housing, apartments, apartment	20	https://t.me/sahfyu
118	love, mother, husband, sleeping, crying	31	https://t.me/sahfyu
119	wished, glorious, mercy, souls, speedy	1	https://t.me/sahfyu
120	hotels, speech, unamid, al, peace	17	https://t.me/sahfyu
121	temperatures, meteorology, low, gradual, slight	5	https://t.me/sahfyu
122	apartments, patients, medical, infected, treatment	8	https://t.me/sahfyu
123	disappearance, rashid, turkish, hospital, mysterious	2	https://t.me/sahfyu
124	chadian, chad, qaisan, emirati, border	6	https://t.me/sahfyu
126	hajj, umrah, pilgrims, ah, holy	14	https://t.me/sahfyu
127	terrorists, countryside, trenches, finds, term	4	https://t.me/sahfyu
128	youtube, bit, click, httpstmesudaaan, httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnnpxuj5a1x	1	https://t.me/sahfyu
129	betrayed, war, trust, longer, winning	10	https://t.me/sahfyu
132	darfur, west, arko, minawi, sultan	20	https://t.me/sahfyu
134	sit, sitin, dispersing, protesters, dispersal	40	https://t.me/sahfyu
135	climate, basics, change, fails, introducing	2	https://t.me/sahfyu
138	party, umma, elections, sadiq, political	20	https://t.me/sahfyu
139	insurance, health, kadugli, seminar, organizes	11	https://t.me/sahfyu
140	looting, breaking, shops, releasing, homes	5	https://t.me/sahfyu
141	kizan, advisors, empowerment, fired, manna	29	https://t.me/sahfyu
142	watan, balad, news, al, 2025	4	https://t.me/sahfyu
143	bashir, albashir, deposed, al, trial	37	https://t.me/sahfyu
144	film, series, character, heroes, star	25	https://t.me/sahfyu
145	list, terrorism, terrorist, sponsoring, remove	27	https://t.me/sahfyu
147	deterioration, migration, immigration, wrong, voluntary	16	https://t.me/sahfyu
148	httpstmesaqwl, fees, coverage, fee, permission	2	https://t.me/sahfyu
149	suicide, animal, birds, bird, think	15	https://t.me/sahfyu
150	investment, economy, producers, subsidies, sector	22	https://t.me/sahfyu
151	pounds, price, kilo, vegetables, prices	30	https://t.me/sahfyu
152	coast, migrants, boat, mediterranean, tunisian	19	https://t.me/sahfyu
153	transportation, railway, tariffs, buses, line	25	https://t.me/sahfyu
154	balad, karari, 2018, headlines, ad	5	https://t.me/sahfyu
155	road, roads, kilometers, bridges, length	14	https://t.me/sahfyu
157	defeated, hero, asphalt, audio, remember	5	https://t.me/sahfyu
158	intensification, living, services, society, homeless	8	https://t.me/sahfyu
159	unamid, mission, unitams, security, peretz	28	https://t.me/sahfyu
160	gentlemen, peace, agreement, process, parties	18	https://t.me/sahfyu
161	empowerment, committee, professionals, association, removal	34	https://t.me/sahfyu
162	houses, neighborhood, collapsed, partially, al	11	https://t.me/sahfyu
163	rashad, kordofan, locality, health, festival	9	https://t.me/sahfyu
165	summary, best, 2021, start, news	51	https://t.me/sahfyu
166	coup, freedom, change, revolutionary, elections	31	https://t.me/sahfyu
167	dr, health, akram, haitham, ministry	15	https://t.me/sahfyu
168	newspaper, akhbar, al, watan, documentation	17	https://t.me/sahfyu
169	negotiation, facilitates, controversial, task, negotiating	25	https://t.me/sahfyu
170	replaced, helped, god, wants, oh	2	https://t.me/sahfyu
172	islamic, movement, religious, sheikh, biggest	28	https://t.me/sahfyu
173	artistic, clock, honest, rates, site	16	https://t.me/sahfyu
174	summary, news, best, start, ad	62	https://t.me/sahfyu
175	transferring, balance, safely, discount, din	2	https://t.me/sahfyu
177	ii, rule, man, invaders, rahman	14	https://t.me/sahfyu
178	flag, commander, chief, chairman, independence	11	https://t.me/sahfyu
179	hammam, shafiq, magdy, science, technology	13	https://t.me/sahfyu
180	transportation, buses, tariffs, traffic, bus	16	https://t.me/sahfyu
181	bahri, enemy, vehicles, rebel, destroyed	6	https://t.me/sahfyu
182	london, european, constructive, british, engagement	10	https://t.me/sahfyu
183	taught, expatriates, tell, worked, expatriate	13	https://t.me/sahfyu
184	located, nile, shalatin, closest, satisfy	7	https://t.me/sahfyu
185	bombing, civilians, violent, militia, residential	8	https://t.me/sahfyu
186	rukn, major, general, 14th, moatasem	6	https://t.me/sahfyu
187	sisi, egyptian, visit, burhan, president	17	https://t.me/sahfyu
188	draft, law, communications, groups, information	14	https://t.me/sahfyu
189	uganda, tarco, kampala, praising, appreciation	3	https://t.me/sahfyu
190	whatsapp, follow, brother, telegram, oh	3	https://t.me/sahfyu
191	agreement, negotiations, informal, negotiation, framework	26	https://t.me/sahfyu
192	journey, woman, tells, authentic, story	10	https://t.me/sahfyu
193	prison, imprisonment, man, girl, young	16	https://t.me/sahfyu
195	source, informing, ad, omdurman, khartoum	18	https://t.me/sahfyu
196	investigation, police, east, theft, investigations	18	https://t.me/sahfyu
197	uae, emirates, judge, zayed, fatal	10	https://t.me/sahfyu
199	ministerial, obeid, declaration, homeland, reviews	1	https://t.me/sahfyu
200	hemedti, dagalo, rahim, burhan, defect	4	https://t.me/sahfyu
201	dam, renaissance, reservations, filling, withdraws	30	https://t.me/sahfyu
202	service, civil, employees, selection, commission	16	https://t.me/sahfyu
203	funeral, obeid, held, cemetery, gengueid	1	https://t.me/sahfyu
205	supposed, contain, gasoline, honey, means	1	https://t.me/sahfyu
206	quran, sharia, jurisprudence, rent, holy	10	https://t.me/sahfyu
207	clothing, winter, communication, clothes, 2020	6	https://t.me/sahfyu
208	sanctions, european, union, expired, deadline	11	https://t.me/sahfyu
209	intelligence, service, cells, sleeper, general	12	https://t.me/sahfyu
210	telecommunications, explanatory, regulatory, internet, technologies	5	https://t.me/sahfyu
212	asia, correspondent, daily, caliph, axis	4	https://t.me/sahfyu
213	treatment, providing, sick, dilling, hospitals	6	https://t.me/sahfyu
215	69, sudantoday, possess, sudannews, army	7	https://t.me/sahfyu
216	floods, damage, homes, damaged, rates	12	https://t.me/sahfyu
217	antiquities, archaeological, discovery, partnerships, rehabilitate	8	https://t.me/sahfyu
218	zakat, bureau, secretary, expatriates, sharia	19	https://t.me/sahfyu
219	distress, popularresistance, sudanesearmedforces, evident, independence	5	https://t.me/sahfyu
220	headlines, 2020, political, 2019, newspaper	33	https://t.me/sahfyu
221	budget, heba, amer, finance, economic	25	https://t.me/sahfyu
222	tourism, tourist, shendi, travel, travelers	13	https://t.me/sahfyu
223	contrary, losing, defenseless, prisoners, ask	1	https://t.me/sahfyu
224	radio, television, broadcast, channel, broadcasting	19	https://t.me/sahfyu
225	motorcycles, cruiser, cars, vehicles, quantity	9	https://t.me/sahfyu
227	dam, renaissance, unilateral, filling, ethiopia	22	https://t.me/sahfyu
228	unhcr, designated, relevant, transferred, centres	4	https://t.me/sahfyu
229	crying, darfur, burned, blood, relation	5	https://t.me/sahfyu
230	abroad, protests, sit, voice, expose	4	https://t.me/sahfyu
232	asks, dismissed, invaders, enlightened, arts	5	https://t.me/sahfyu
233	truce, jeddah, ain, war, end	7	https://t.me/sahfyu
234	massive, broke, kalma, property, causes	6	https://t.me/sahfyu
235	meteorology, rainfall, expected, rain, warns	5	https://t.me/sahfyu
236	ransom, asked, pay, accused, defendants	13	https://t.me/sahfyu
237	terrorist, sky, crimes, militia, festival	7	https://t.me/sahfyu
238	saad, salma, village, al, trap	4	https://t.me/sahfyu
239	jazeera, agent, project, restrictions, al	6	https://t.me/sahfyu
